,Date,Open,High,Low,Close,Adj Close,Volume,log_ret
0,2019-04-18,8.522000312805176,8.571999549865723,8.281999588012695,8.300000190734863,8.300000190734863,5971588,
1,2019-04-23,8.368000030517578,8.49899959564209,8.350000381469727,8.399999618530273,8.399999618530273,2495817,0.011976122653548416
2,2019-04-24,8.399999618530273,8.557999610900879,8.399999618530273,8.520999908447266,8.520999908447266,2017525,0.014302033665249514
3,2019-04-25,8.529999732971191,8.550000190734863,8.394000053405762,8.402000427246094,8.402000427246094,1222161,-0.014063870503742137
4,2019-04-26,8.460000038146973,8.460000038146973,8.102999687194824,8.104000091552734,8.104000091552734,3477583,-0.03611204535410151
5,2019-04-29,8.173999786376953,8.21500015258789,8.050000190734863,8.180000305175781,8.180000305175781,2845899,0.009334409678597666
6,2019-04-30,8.156999588012695,8.210000038146973,8.038000106811523,8.038000106811523,8.038000106811523,1523490,-0.01751187860687775
7,2019-05-02,8.03600025177002,8.279000282287598,7.830999851226807,8.220000267028809,8.220000267028809,5694165,0.022389932238014332
8,2019-05-03,8.218999862670898,8.218999862670898,8.083000183105469,8.170000076293945,8.170000076293945,1158916,-0.0061013233431288505
9,2019-05-06,8.138999938964844,8.269000053405762,7.993000030517578,8.21500015258789,8.21500015258789,1338361,0.005492851853317493
10,2019-05-07,8.244000434875488,8.25,8.133000373840332,8.133000373840332,8.133000373840332,821093,-0.01003186491303687
11,2019-05-08,8.175000190734863,8.218999862670898,8.069999694824219,8.083000183105469,8.083000183105469,1125377,-0.006166791745632061
12,2019-05-09,8.052000045776367,8.149999618530273,8.0,8.100000381469727,8.100000381469727,1305100,0.0021009953685555693
13,2019-05-10,8.100000381469727,8.449000358581543,8.062000274658203,8.4350004196167,8.4350004196167,2783869,0.04052565697159993
14,2019-05-13,8.401000022888184,8.449999809265137,8.289999961853027,8.333000183105469,8.333000183105469,930046,-0.01216620837141491
15,2019-05-14,8.333000183105469,8.468999862670898,8.258999824523926,8.357999801635742,8.357999801635742,1987775,0.0029955829186585348
16,2019-05-15,8.435999870300293,8.496999740600586,8.35099983215332,8.40999984741211,8.40999984741211,1382606,0.006202315548967885
17,2019-05-16,8.449000358581543,8.753999710083008,8.387999534606934,8.734999656677246,8.734999656677246,2613005,0.037916448440523
18,2019-05-17,8.67199993133545,8.793999671936035,8.654000282287598,8.770000457763672,8.770000457763672,2015908,0.003998954298877866
19,2019-05-20,8.751999855041504,8.850000381469727,8.565999984741211,8.619999885559082,8.619999885559082,1182584,-0.01725178718123921
20,2019-05-21,8.697999954223633,8.800000190734863,8.64799976348877,8.800000190734863,8.800000190734863,1209652,0.02066667175918413
21,2019-05-22,8.798999786376953,8.890000343322754,8.762999534606934,8.850000381469727,8.850000381469727,2209531,0.0056657589651840645
22,2019-05-23,8.920000076293945,9.00100040435791,8.779999732971191,8.859999656677246,8.859999656677246,2775252,0.0011292237434812336
23,2019-05-24,8.890000343322754,9.04699993133545,8.890000343322754,8.901000022888184,8.901000022888184,1712850,0.004616906680969368
24,2019-05-27,8.998000144958496,9.07800006866455,8.940999984741211,9.0,9.0,918665,0.011060944788007898
25,2019-05-28,9.050000190734863,9.079999923706056,8.902999877929688,8.902999877929688,8.902999877929688,1088282,-0.010836292455829177
26,2019-05-29,8.904000282287598,8.9399995803833,8.730999946594238,8.819999694824219,8.819999694824219,945447,-0.009366449462119952
27,2019-05-30,8.880000114440918,8.880000114440918,8.772000312805176,8.795999526977539,8.795999526977539,588794,-0.00272481650275358
28,2019-05-31,8.760000228881836,8.760000228881836,8.54800033569336,8.699999809265137,8.699999809265137,1739763,-0.010974015178526475
29,2019-06-03,8.649999618530273,8.829999923706055,8.58899974822998,8.795999526977539,8.795999526977539,528054,0.010974015178526475
30,2019-06-04,8.829000473022461,8.930999755859375,8.800999641418457,8.890000343322754,8.890000343322754,435646,0.010630069229278227
31,2019-06-05,8.90999984741211,8.984999656677246,8.883000373840332,8.95199966430664,8.95199966430664,692973,0.006949845365570084
32,2019-06-06,9.0,9.196000099182127,8.989999771118164,9.196000099182127,9.196000099182127,2383733,0.026891684175925246
33,2019-06-07,9.199999809265137,9.322999954223633,9.125,9.322999954223633,9.322999954223633,1011345,0.013715842718219129
34,2019-06-10,9.350000381469728,9.449000358581545,9.161999702453612,9.329999923706056,9.329999923706056,1259328,0.0007505462774712868
35,2019-06-11,9.333000183105469,9.362000465393066,9.085000038146973,9.149999618530272,9.149999618530272,1078771,-0.01948116908523234
36,2019-06-12,9.119000434875488,9.137999534606934,8.994999885559082,9.050000190734863,9.050000190734863,1386845,-0.010989058809238283
37,2019-06-13,9.0,9.270000457763672,9.0,9.265000343322754,9.265000343322754,831391,0.02347911800569502
38,2019-06-14,9.284000396728516,9.284000396728516,9.144000053405762,9.210000038146973,9.210000038146973,373448,-0.005954042384081593
39,2019-06-17,9.229999542236328,9.267000198364258,9.12399959564209,9.17099952697754,9.17099952697754,298772,-0.004243574410385698
40,2019-06-18,9.17099952697754,9.329999923706056,9.119000434875488,9.265999794006348,9.265999794006348,923039,0.010305484764588257
41,2019-06-19,9.267000198364258,9.293999671936035,9.012999534606934,9.166000366210938,9.166000366210938,1036838,-0.010850738723204856
42,2019-06-20,9.237000465393066,9.237000465393066,9.147000312805176,9.18000030517578,9.18000030517578,636387,0.0015262118358263521
43,2019-06-21,9.170000076293944,9.175000190734863,9.050000190734863,9.11400032043457,9.11400032043457,5887530,-0.007215509875757142
44,2019-06-24,9.144000053405762,9.1899995803833,9.00100040435791,9.043999671936035,9.043999671936035,758336,-0.007710209858678763
45,2019-06-25,9.048999786376951,9.050000190734863,8.819999694824219,8.821999549865723,8.821999549865723,1402048,-0.024852967482827282
46,2019-06-26,8.807999610900879,8.928999900817871,8.755000114440918,8.928999900817871,8.928999900817871,1115123,0.0120558447685295
47,2019-06-27,8.90999984741211,9.008000373840332,8.90999984741211,9.008000373840332,9.008000373840332,387110,0.008808717471044503
48,2019-06-28,9.04699993133545,9.119999885559082,8.961999893188477,9.060999870300291,9.060999870300291,604132,0.0058663620276036
49,2019-07-01,9.130000114440918,9.130000114440918,9.05500030517578,9.093000411987305,9.093000411987305,650942,0.0035254571260954215
50,2019-07-02,9.093999862670898,9.125,8.958000183105469,9.071000099182127,9.071000099182127,847838,-0.0024224094851712508
51,2019-07-03,9.079999923706056,9.149999618530272,9.04300022125244,9.138999938964844,9.138999938964844,1352053,0.007468441044740537
52,2019-07-04,9.09000015258789,9.15999984741211,9.03499984741211,9.072999954223633,9.072999954223633,1325483,-0.007247998469374739
53,2019-07-05,9.02400016784668,9.144000053405762,9.02400016784668,9.114999771118164,9.114999771118164,1295292,0.004618417878014647
54,2019-07-08,9.109999656677246,9.237000465393066,9.083000183105469,9.234999656677246,9.234999656677246,1258992,0.013079193454776483
55,2019-07-09,9.239999771118164,9.43000030517578,9.197999954223633,9.359999656677246,9.359999656677246,2062250,0.013444677334775612
56,2019-07-10,9.390000343322754,9.590999603271484,9.331000328063965,9.531999588012695,9.531999588012695,2208583,0.01820926220527941
57,2019-07-11,9.583999633789062,9.720000267028809,9.539999961853027,9.697999954223633,9.697999954223633,1463661,0.017265157947976117
58,2019-07-12,9.744000434875488,9.781999588012695,9.597999572753906,9.729999542236328,9.729999542236328,1315993,0.0032941751883122095
59,2019-07-15,9.729999542236328,9.847000122070312,9.472999572753906,9.718999862670898,9.718999862670898,2744014,-0.001131130759915333
60,2019-07-16,9.741999626159668,9.744000434875488,9.649999618530272,9.729999542236328,9.729999542236328,1939708,0.001131130759915333
61,2019-07-17,9.690999984741213,9.723999977111816,9.640000343322754,9.708000183105469,9.708000183105469,611066,-0.002263542425635201
62,2019-07-18,9.68000030517578,9.718999862670898,9.552000045776367,9.666000366210938,9.666000366210938,1152305,-0.0043356954162567796
63,2019-07-19,9.637999534606934,9.6899995803833,9.491999626159668,9.571999549865724,9.571999549865724,851736,-0.00977248828941546
64,2019-07-22,9.5,9.56999969482422,9.470999717712402,9.529999732971191,9.529999732971191,608896,-0.004397433373680926
65,2019-07-23,9.501999855041504,9.58899974822998,9.494999885559082,9.583000183105469,9.583000183105469,752165,0.005546024822649098
66,2019-07-24,9.527000427246094,9.659000396728516,9.489999771118164,9.652000427246094,9.652000427246094,870995,0.007174477558869352
67,2019-07-25,9.66100025177002,9.789999961853027,9.63700008392334,9.72700023651123,9.72700023651123,1080645,0.007740356174406937
68,2019-07-26,9.75,9.819000244140623,9.600000381469728,9.803000450134276,9.803000450134276,1182422,0.007782958995377065
69,2019-07-29,9.81999969482422,9.970000267028809,9.633999824523926,9.758000373840332,9.758000373840332,1865592,-0.004601007492792686
70,2019-07-30,9.756999969482422,9.798999786376951,9.480999946594238,9.550000190734863,9.550000190734863,2521777,-0.021546325239932163
71,2019-07-31,9.588000297546388,9.6899995803833,9.506999969482422,9.673999786376951,9.673999786376951,1357319,0.012900677853731501
72,2019-08-01,9.65999984741211,9.836000442504885,9.600000381469728,9.836000442504885,9.836000442504885,1499481,0.016607317023634494
73,2019-08-02,9.652000427246094,9.845999717712402,9.626999855041504,9.699999809265137,9.699999809265137,1313271,-0.013923303496292672
74,2019-08-05,9.64900016784668,9.677000045776367,9.550000190734863,9.640000343322754,9.640000343322754,819139,-0.006204721609102126
75,2019-08-06,9.60099983215332,9.722000122070312,9.574000358581545,9.600000381469728,9.600000381469728,981036,-0.004158006026627081
76,2019-08-07,9.67099952697754,9.92300033569336,9.612000465393066,9.720000267028809,9.720000267028809,2255841,0.01242250773422704
77,2019-08-08,9.772000312805176,9.949999809265137,9.755999565124512,9.949999809265137,9.949999809265137,636163,0.023386886056721234
78,2019-08-09,9.855999946594238,9.949000358581545,9.732000350952148,9.772000312805176,9.772000312805176,926041,-0.01805134659532115
79,2019-08-12,9.800999641418455,9.878999710083008,9.732000350952148,9.859000205993652,9.859000205993652,600628,0.008863579081027417
80,2019-08-13,9.80500030517578,9.939000129699709,9.710000038146973,9.873000144958496,9.873000144958496,983555,0.0014190088247532096
81,2019-08-14,9.911999702453612,9.937000274658203,9.789999961853027,9.800000190734863,9.800000190734863,1004394,-0.0074213681723604985
82,2019-08-16,9.789999961853027,9.939000129699709,9.71399974822998,9.800000190734863,9.800000190734863,885860,0.0
83,2019-08-19,9.812000274658203,9.965999603271484,9.812000274658203,9.9350004196167,9.9350004196167,763160,0.013681513100717524
84,2019-08-20,9.9350004196167,9.996999740600586,9.923999786376951,9.94200038909912,9.94200038909912,759460,0.0007043285694012802
85,2019-08-21,9.9399995803833,10.062000274658203,9.902000427246094,10.062000274658203,10.062000274658203,1423245,0.01199773255632186
86,2019-08-22,10.052000045776367,10.076000213623049,9.94499969482422,9.949999809265137,9.949999809265137,586472,-0.011193447364539644
87,2019-08-23,10.039999961853027,10.039999961853027,9.824999809265137,9.824999809265137,9.824999809265137,517843,-0.012642393659060946
88,2019-08-26,9.824000358581545,9.93000030517578,9.751999855041504,9.88700008392334,9.88700008392334,386578,0.006290633061139861
89,2019-08-27,9.82900047302246,9.968000411987305,9.82900047302246,9.949999809265137,9.949999809265137,575431,0.006351760597921086
90,2019-08-28,9.970000267028809,10.0,9.83199977874756,9.864999771118164,9.864999771118164,538252,-0.008579415727992146
91,2019-08-29,9.892000198364258,9.961999893188477,9.892000198364258,9.949999809265137,9.949999809265137,792050,0.008579415727992146
92,2019-08-30,9.904000282287598,9.998000144958496,9.85099983215332,9.911999702453612,9.911999702453612,595999,-0.003826417693131745
93,2019-09-02,9.895000457763672,10.020000457763672,9.87600040435791,9.895999908447266,9.895999908447266,621190,-0.0016154884693384552
94,2019-09-03,9.979999542236328,9.979999542236328,9.86299991607666,9.925000190734863,9.925000190734863,754322,0.002926219952174236
95,2019-09-04,10.053999900817873,10.06999969482422,9.901000022888184,9.937999725341797,9.937999725341797,937622,0.001308919752085469
