Date,Open,High,Low,Close,Adj Close,Volume
2017-06-08,7.349999904632568,7.474999904632568,7.284999847412109,7.474999904632568,5.018022060394287,1098280
2017-06-09,7.474999904632568,7.585000038146973,7.440000057220459,7.5,5.034804344177246,1190203
2017-06-12,7.360000133514404,7.46999979019165,7.309999942779541,7.349999904632568,4.934109210968018,1211450
2017-06-13,7.355000019073486,7.429999828338623,7.355000019073486,7.420000076293945,4.981100082397461,948672
2017-06-14,7.414999961853027,7.46999979019165,7.329999923706055,7.329999923706055,4.920681953430176,1256761
2017-06-15,7.304999828338623,7.364999771118164,7.230000019073486,7.284999847412109,4.890472888946533,1145587
2017-06-16,7.380000114440918,7.394999980926514,7.300000190734863,7.394999980926514,4.964317798614502,1127836
2017-06-19,7.400000095367432,7.460000038146973,7.360000133514404,7.440000057220459,4.994526386260986,652022
2017-06-20,7.429999828338623,7.480000019073486,7.284999847412109,7.289999961853027,4.893830299377441,1304199
2017-06-21,7.289999961853027,7.369999885559082,7.25,7.360000133514404,4.940821647644043,1003548
2017-06-22,7.360000133514404,7.360000133514404,7.260000228881836,7.275000095367432,4.883760929107666,501660
2017-06-23,7.275000095367432,7.335000038146973,7.210000038146973,7.25,4.866977691650391,934336
2017-06-26,7.284999847412109,7.394999980926514,7.284999847412109,7.304999828338623,4.903899192810059,1209509
2017-06-27,7.320000171661377,7.355000019073486,7.199999809265137,7.25,4.866977691650391,1683088
2017-06-28,7.230000019073486,7.429999828338623,7.139999866485596,7.429999828338623,4.987812519073486,1848039
2017-06-29,7.434999942779541,7.46999979019165,7.25,7.25,4.866977691650391,1509050
2017-06-30,7.304999828338623,7.309999942779541,7.230000019073486,7.264999866485596,4.877047538757324,861040
2017-07-03,7.28000020980835,7.375,7.255000114440918,7.375,4.950891017913818,1191038
2017-07-04,7.34499979019165,7.380000114440918,7.309999942779541,7.335000038146973,4.924038410186768,488755
2017-07-05,7.300000190734863,7.320000171661377,7.179999828338623,7.195000171661377,4.830056190490723,2463960
2017-07-06,7.195000171661377,7.315000057220459,7.159999847412109,7.315000057220459,4.910613059997559,1369419
2017-07-07,7.349999904632568,7.349999904632568,7.239999771118164,7.25,4.866977691650391,666259
2017-07-10,7.284999847412109,7.400000095367432,7.264999866485596,7.400000095367432,4.967674255371094,943996
2017-07-11,7.385000228881836,7.409999847412109,7.320000171661377,7.320000171661377,4.91396951675415,782365
2017-07-12,7.340000152587891,7.40500020980835,7.324999809265137,7.380000114440918,4.95424747467041,791272
2017-07-13,7.380000114440918,7.440000057220459,7.375,7.429999828338623,4.987812519073486,550807
2017-07-14,7.445000171661377,7.445000171661377,7.335000038146973,7.340000152587891,4.927396297454834,445841
2017-07-17,7.380000114440918,7.389999866485596,7.315000057220459,7.389999866485596,4.960960865020752,808855
2017-07-18,7.335000038146973,7.375,7.28000020980835,7.284999847412109,4.890472888946533,748975
2017-07-19,7.315000057220459,7.320000171661377,7.21999979019165,7.25,4.866977691650391,825173
2017-07-20,7.25,7.380000114440918,7.25,7.320000171661377,4.91396951675415,931953
2017-07-21,7.340000152587891,7.340000152587891,7.25,7.25,4.866977691650391,691012
2017-07-24,7.289999961853027,7.315000057220459,7.25,7.315000057220459,4.910613059997559,518261
2017-07-25,7.329999923706055,7.400000095367432,7.284999847412109,7.400000095367432,4.967674255371094,832990
2017-07-26,7.400000095367432,7.434999942779541,7.375,7.409999847412109,4.974386692047119,696881
2017-07-27,7.429999828338623,7.599999904632568,7.40500020980835,7.599999904632568,5.101935386657715,1875331
2017-07-28,7.449999809265137,7.485000133514404,7.380000114440918,7.40500020980835,4.971030235290527,1401573
2017-07-31,7.385000228881836,7.445000171661377,7.364999771118164,7.389999866485596,4.960960865020752,976084
2017-08-01,7.369999885559082,7.434999942779541,7.360000133514404,7.420000076293945,4.981100082397461,697969
2017-08-02,7.40500020980835,7.5,7.380000114440918,7.454999923706055,5.004596710205078,853646
2017-08-03,7.429999828338623,7.440000057220459,7.364999771118164,7.394999980926514,4.964317798614502,635443
2017-08-04,7.440000057220459,7.440000057220459,7.369999885559082,7.400000095367432,4.967674255371094,1009971
2017-08-07,7.429999828338623,7.465000152587891,7.394999980926514,7.440000057220459,4.994526386260986,497271
2017-08-08,7.440000057220459,7.460000038146973,7.40500020980835,7.425000190734863,4.9844560623168945,643648
2017-08-09,7.40500020980835,7.420000076293945,7.239999771118164,7.300000190734863,4.900542736053467,1972699
2017-08-10,7.28000020980835,7.300000190734863,7.199999809265137,7.224999904632568,4.850195407867432,927119
2017-08-11,7.199999809265137,7.204999923706055,7.070000171661377,7.130000114440918,4.786421298980713,922635
2017-08-14,7.179999828338623,7.25,7.150000095367432,7.25,4.866977691650391,842261
2017-08-16,7.244999885559082,7.34499979019165,7.210000038146973,7.34499979019165,4.930752754211426,955868
2017-08-17,7.340000152587891,7.364999771118164,7.284999847412109,7.309999942779541,4.907255172729492,818023
2017-08-18,7.224999904632568,7.255000114440918,7.190000057220459,7.199999809265137,4.833412170410156,1078789
2017-08-21,7.199999809265137,7.255000114440918,7.15500020980835,7.255000114440918,4.870334625244141,888828
2017-08-22,7.320000171661377,7.320000171661377,7.190000057220459,7.244999885559082,4.863621711730957,419330
2017-08-23,7.275000095367432,7.275000095367432,7.125,7.190000057220459,4.826699733734131,700573
2017-08-24,7.21999979019165,7.224999904632568,7.139999866485596,7.159999847412109,4.806560039520264,479439
2017-08-25,7.15500020980835,7.195000171661377,7.135000228881836,7.139999866485596,4.7931342124938965,598907
2017-08-28,7.159999847412109,7.204999923706055,7.130000114440918,7.190000057220459,4.826699733734131,342644
2017-08-29,7.159999847412109,7.159999847412109,7.005000114440918,7.039999961853027,4.726003646850586,1514378
2017-08-30,7.050000190734863,7.074999809265137,7.010000228881836,7.045000076293945,4.729360580444336,498587
2017-08-31,7.065000057220459,7.179999828338623,7.054999828338623,7.099999904632568,4.766281604766846,1285399
2017-09-01,7.150000095367432,7.175000190734863,7.114999771118164,7.175000190734863,4.816629886627197,401539
2017-09-04,7.139999866485596,7.164999961853027,7.074999809265137,7.119999885559082,4.779708385467529,440467
2017-09-05,7.099999904632568,7.184999942779541,7.099999904632568,7.119999885559082,4.779708385467529,711368
2017-09-06,7.090000152587891,7.170000076293945,7.090000152587891,7.139999866485596,4.7931342124938965,428135
2017-09-07,7.139999866485596,7.159999847412109,7.054999828338623,7.070000171661377,4.746142864227295,1059559
2017-09-08,7.085000038146973,7.170000076293945,7.03000020980835,7.144999980926514,4.796490669250488,835890
2017-09-11,7.15500020980835,7.244999885559082,7.15500020980835,7.244999885559082,4.863621711730957,1050712
2017-09-12,7.25,7.320000171661377,7.21999979019165,7.315000057220459,4.910613059997559,1166688
2017-09-13,7.349999904632568,7.349999904632568,7.275000095367432,7.275000095367432,4.883760929107666,888846
2017-09-14,7.300000190734863,7.309999942779541,7.239999771118164,7.25,4.866977691650391,610847
2017-09-15,7.275000095367432,7.275000095367432,7.195000171661377,7.224999904632568,4.850195407867432,1340806
2017-09-18,7.170000076293945,7.275000095367432,7.170000076293945,7.21999979019165,4.846839427947998,867519
2017-09-19,7.239999771118164,7.25,7.199999809265137,7.199999809265137,4.833412170410156,759982
2017-09-20,7.150000095367432,7.239999771118164,7.150000095367432,7.199999809265137,4.833412170410156,855557
2017-09-21,7.204999923706055,7.25,7.190000057220459,7.244999885559082,4.863621711730957,880582
2017-09-22,7.239999771118164,7.295000076293945,7.210000038146973,7.255000114440918,4.870334625244141,635352
2017-09-25,7.269999980926514,7.284999847412109,7.224999904632568,7.260000228881836,4.873691082000732,650384
2017-09-26,7.28000020980835,7.375,7.25,7.364999771118164,4.944178581237793,1064644
